customer_id,company_name,industry,purchase_history,engagement_score,last_interaction_date,churn,total_spend,num_purchases,signup_date,recency_days,tenure_days,product_diversity,monetary,frequency,cluster,segment,churn_label,churn_prob
208,"Roberson, Mitchell and Rich",Manufacturing,1765,86,2025-07-29,0,1765,0,2025-01-30,38,218,1,1765,0,1,mid_value,0,0.2
209,Arroyo PLC,Finance,2135,4,2025-06-29,1,2135,0,2024-12-31,68,248,1,2135,0,1,mid_value,1,0.37
210,"Cross, Bennett and Wilson",Finance,17279,48,2025-05-30,0,17279,0,2024-12-01,98,278,1,17279,0,0,high_value,0,0.11
211,Herring-Dixon,Retail,11794,36,2025-03-09,1,11794,0,2024-09-10,180,360,1,11794,0,2,at_risk,1,0.85
212,"Mcclain, Cook and Walker",IT,16348,43,2025-05-27,1,16348,0,2024-11-28,101,281,1,16348,0,0,high_value,1,0.77
213,Ramirez-Santiago,Healthcare,7214,21,2025-03-26,0,7214,0,2024-09-27,163,343,1,7214,0,2,at_risk,0,0.28
214,"Massey, Scott and Jones",Manufacturing,2861,32,2025-08-27,1,2861,0,2025-02-28,9,189,1,2861,0,1,mid_value,1,0.72
215,"Robinson, Torres and Jackson",Manufacturing,5910,32,2025-06-23,0,5910,0,2024-12-25,74,254,1,5910,0,1,mid_value,0,0.55
216,Escobar and Sons,Retail,19754,63,2025-03-09,1,19754,0,2024-09-10,180,360,1,19754,0,2,at_risk,1,0.89
217,"Mullins, Holloway and Bishop",Education,6131,70,2025-06-19,0,6131,0,2024-12-21,78,258,1,6131,0,1,mid_value,0,0.15
218,Holden Inc,Finance,19037,86,2025-03-14,0,19037,0,2024-09-15,175,355,1,19037,0,2,at_risk,0,0.27
219,"Hayes, Houston and Mccormick",Education,5189,43,2025-05-31,0,5189,0,2024-12-02,97,277,1,5189,0,1,mid_value,0,0.28
220,"Olson, Lopez and Hoover",Manufacturing,17612,63,2025-08-05,1,17612,0,2025-02-06,31,211,1,17612,0,0,high_value,1,0.76
221,Taylor PLC,Manufacturing,2512,9,2025-03-31,1,2512,0,2024-10-02,158,338,1,2512,0,2,at_risk,1,0.42
222,Graham-Reynolds,Retail,14534,62,2025-03-27,1,14534,0,2024-09-28,162,342,1,14534,0,2,at_risk,1,0.83
223,"Oneill, Sanchez and Moss",Healthcare,8231,12,2025-06-18,1,8231,0,2024-12-20,79,259,1,8231,0,1,mid_value,1,0.73
224,Miller-Martin,IT,11521,79,2025-08-17,1,11521,0,2025-02-18,19,199,1,11521,0,1,mid_value,1,0.5
225,Johnson-Turner,Retail,13408,85,2025-06-30,1,13408,0,2025-01-01,67,247,1,13408,0,0,high_value,1,0.82
226,Davis PLC,Healthcare,19735,63,2025-03-30,1,19735,0,2024-10-01,159,339,1,19735,0,2,at_risk,1,0.96
227,"Brown, Smith and Watkins",IT,6878,41,2025-04-04,1,6878,0,2024-10-06,154,334,1,6878,0,2,at_risk,1,0.42
228,Arnold Group,Finance,4628,44,2025-06-01,1,4628,0,2024-12-03,96,276,1,4628,0,1,mid_value,1,0.75
229,Smith and Sons,Manufacturing,1997,76,2025-07-08,0,1997,0,2025-01-09,59,239,1,1997,0,1,mid_value,0,0.16
230,Mcguire-Smith,Finance,17079,39,2025-08-21,1,17079,0,2025-02-22,15,195,1,17079,0,0,high_value,1,0.93
231,Payne and Sons,Manufacturing,1104,46,2025-03-11,0,1104,0,2024-09-12,178,358,1,1104,0,2,at_risk,0,0.15
232,Hebert Ltd,Healthcare,14250,18,2025-05-01,0,14250,0,2024-11-02,127,307,1,14250,0,2,at_risk,0,0.31
233,Gallagher-Hodge,IT,15524,25,2025-06-28,1,15524,0,2024-12-30,69,249,1,15524,0,0,high_value,1,0.73
234,Bruce-Perkins,Retail,15175,22,2025-03-08,0,15175,0,2024-09-09,181,361,1,15175,0,2,at_risk,0,0.27
235,Gould-Leach,Finance,19035,25,2025-08-05,0,19035,0,2025-02-06,31,211,1,19035,0,0,high_value,0,0.15
236,Campbell-Todd,IT,1667,87,2025-09-05,1,1667,0,2025-03-09,0,180,1,1667,0,1,mid_value,1,0.42
237,Jones PLC,Finance,14967,6,2025-03-19,1,14967,0,2024-09-20,170,350,1,14967,0,2,at_risk,1,0.79
238,Ramirez-Keller,Finance,10561,12,2025-08-10,1,10561,0,2025-02-11,26,206,1,10561,0,1,mid_value,1,0.79
239,Wood LLC,Healthcare,4901,45,2025-05-26,0,4901,0,2024-11-27,102,282,1,4901,0,1,mid_value,0,0.49
240,Jordan-Parker,Healthcare,9099,22,2025-04-08,1,9099,0,2024-10-10,150,330,1,9099,0,2,at_risk,1,0.81
241,Daugherty and Sons,Education,5646,20,2025-03-07,1,5646,0,2024-09-08,182,362,1,5646,0,2,at_risk,1,0.8
242,Gonzales-Martinez,Retail,4894,25,2025-08-30,1,4894,0,2025-03-03,6,186,1,4894,0,1,mid_value,1,0.79
243,Pierce-Williams,Finance,4729,90,2025-05-16,1,4729,0,2024-11-17,112,292,1,4729,0,2,at_risk,1,0.92
244,Houston-Harris,Healthcare,3391,24,2025-05-30,1,3391,0,2024-12-01,98,278,1,3391,0,1,mid_value,1,0.87
245,"Ruiz, Hall and Chandler",Education,4555,86,2025-04-04,1,4555,0,2024-10-06,154,334,1,4555,0,2,at_risk,1,0.56
246,Kelly and Sons,Manufacturing,10641,78,2025-08-14,0,10641,0,2025-02-15,22,202,1,10641,0,1,mid_value,0,0.19
247,Walsh-Kelly,Manufacturing,3788,62,2025-08-02,1,3788,0,2025-02-03,34,214,1,3788,0,1,mid_value,1,0.69
248,Carr Inc,Education,13659,26,2025-04-05,1,13659,0,2024-10-07,153,333,1,13659,0,2,at_risk,1,0.85
249,Cohen PLC,Finance,6771,47,2025-05-27,1,6771,0,2024-11-28,101,281,1,6771,0,1,mid_value,1,0.64
250,"Rose, Green and Bell",Retail,19711,9,2025-04-18,1,19711,0,2024-10-20,140,320,1,19711,0,2,at_risk,1,0.85
251,Chandler-Payne,Healthcare,17930,99,2025-07-27,1,17930,0,2025-01-28,40,220,1,17930,0,0,high_value,1,0.69
252,"Higgins, Beltran and Brennan",Retail,18628,84,2025-07-16,0,18628,0,2025-01-17,51,231,1,18628,0,0,high_value,0,0.29
253,Adams LLC,Education,17855,68,2025-03-07,1,17855,0,2024-09-08,182,362,1,17855,0,2,at_risk,1,0.9
254,Allen and Sons,Healthcare,6938,70,2025-04-12,1,6938,0,2024-10-14,146,326,1,6938,0,2,at_risk,1,0.75
255,"Gardner, Kim and Farley",Retail,9286,20,2025-08-08,0,9286,0,2025-02-09,28,208,1,9286,0,1,mid_value,0,0.17
256,Roy-Torres,IT,5208,84,2025-07-28,1,5208,0,2025-01-29,39,219,1,5208,0,1,mid_value,1,0.83
257,"Howell, Brown and Riley",Manufacturing,12414,4,2025-04-09,0,12414,0,2024-10-11,149,329,1,12414,0,2,at_risk,0,0.24
258,Williams-Smith,IT,2629,37,2025-05-21,0,2629,0,2024-11-22,107,287,1,2629,0,1,mid_value,0,0.37
259,Richardson LLC,Finance,3881,37,2025-07-11,1,3881,0,2025-01-12,56,236,1,3881,0,1,mid_value,1,0.73
260,"Martin, Harris and Schmidt",Retail,8496,51,2025-06-04,0,8496,0,2024-12-06,93,273,1,8496,0,1,mid_value,0,0.26
261,Rogers-Larson,Education,14960,20,2025-03-30,1,14960,0,2024-10-01,159,339,1,14960,0,2,at_risk,1,0.8
262,"Medina, Miller and Lutz",Retail,15571,19,2025-03-08,1,15571,0,2024-09-09,181,361,1,15571,0,2,at_risk,1,0.73
263,"Flores, Jackson and Cook",Manufacturing,6198,36,2025-05-02,0,6198,0,2024-11-03,126,306,1,6198,0,2,at_risk,0,0.17
264,Roman PLC,Healthcare,15583,20,2025-03-23,0,15583,0,2024-09-24,166,346,1,15583,0,2,at_risk,0,0.21
265,Robinson-Hunt,Manufacturing,19584,67,2025-04-20,1,19584,0,2024-10-22,138,318,1,19584,0,2,at_risk,1,0.6
266,Clark-Taylor,Healthcare,12865,27,2025-03-17,1,12865,0,2024-09-18,172,352,1,12865,0,2,at_risk,1,0.93
267,Garner-Gonzalez,Education,8729,76,2025-03-11,0,8729,0,2024-09-12,178,358,1,8729,0,2,at_risk,0,0.32
268,Schmidt LLC,Education,3258,81,2025-08-31,1,3258,0,2025-03-04,5,185,1,3258,0,1,mid_value,1,0.83
269,Williams Group,IT,12487,8,2025-09-02,1,12487,0,2025-03-06,3,183,1,12487,0,0,high_value,1,0.73
270,"Mason, Tucker and Mclaughlin",Education,7496,79,2025-04-21,1,7496,0,2024-10-23,137,317,1,7496,0,2,at_risk,1,0.51
271,"Paul, Page and Clay",Retail,5668,81,2025-04-27,0,5668,0,2024-10-29,131,311,1,5668,0,2,at_risk,0,0.12
272,Hughes and Sons,Manufacturing,11045,50,2025-08-11,1,11045,0,2025-02-12,25,205,1,11045,0,1,mid_value,1,0.76
273,"Robbins, Evans and Long",IT,12373,35,2025-04-04,1,12373,0,2024-10-06,154,334,1,12373,0,2,at_risk,1,0.57
274,Nelson Group,Retail,7064,88,2025-08-19,0,7064,0,2025-02-20,17,197,1,7064,0,1,mid_value,0,0.08
275,Allen-Bryant,IT,8949,36,2025-06-16,1,8949,0,2024-12-18,81,261,1,8949,0,1,mid_value,1,0.88
276,"Stone, Le and Mcintyre",Education,10958,64,2025-05-18,0,10958,0,2024-11-19,110,290,1,10958,0,2,at_risk,0,0.13
277,Nielsen LLC,Education,18890,2,2025-08-01,0,18890,0,2025-02-02,35,215,1,18890,0,0,high_value,0,0.29
278,"Mitchell, White and Martinez",Manufacturing,15794,86,2025-04-10,0,15794,0,2024-10-12,148,328,1,15794,0,2,at_risk,0,0.58
279,Lynn Group,Retail,11250,26,2025-03-29,1,11250,0,2024-09-30,160,340,1,11250,0,2,at_risk,1,0.6
280,"Orr, Garza and Gallegos",Manufacturing,3349,95,2025-09-02,1,3349,0,2025-03-06,3,183,1,3349,0,1,mid_value,1,0.88
281,Bradley Ltd,Manufacturing,6635,29,2025-08-01,0,6635,0,2025-02-02,35,215,1,6635,0,1,mid_value,0,0.21
282,White-Wright,Healthcare,18802,12,2025-06-30,0,18802,0,2025-01-01,67,247,1,18802,0,0,high_value,0,0.31
283,Mcneil Inc,Healthcare,12684,57,2025-07-24,1,12684,0,2025-01-25,43,223,1,12684,0,0,high_value,1,0.75
284,Erickson and Sons,Healthcare,4009,12,2025-09-04,1,4009,0,2025-03-08,1,181,1,4009,0,1,mid_value,1,0.27
285,Clark-Lewis,IT,6641,11,2025-08-18,0,6641,0,2025-02-19,18,198,1,6641,0,1,mid_value,0,0.13
286,Kennedy and Sons,Education,12671,37,2025-07-03,0,12671,0,2025-01-04,64,244,1,12671,0,0,high_value,0,0.33
287,"Perkins, Peterson and Cardenas",Finance,19812,61,2025-06-18,1,19812,0,2024-12-20,79,259,1,19812,0,0,high_value,1,0.39
288,Williams Ltd,IT,4354,37,2025-07-02,1,4354,0,2025-01-03,65,245,1,4354,0,1,mid_value,1,0.67
289,"Smith, Hunter and Lynch",Manufacturing,18693,12,2025-05-21,1,18693,0,2024-11-22,107,287,1,18693,0,0,high_value,1,0.76
290,Johnson PLC,Finance,17532,7,2025-05-06,1,17532,0,2024-11-07,122,302,1,17532,0,2,at_risk,1,0.82
291,"Johnston, Hill and Ryan",Education,3301,93,2025-04-01,0,3301,0,2024-10-03,157,337,1,3301,0,2,at_risk,0,0.22
292,"Valencia, Powell and Martin",Manufacturing,1448,20,2025-04-15,0,1448,0,2024-10-17,143,323,1,1448,0,2,at_risk,0,0.2
293,Reed-French,Education,17757,40,2025-03-29,1,17757,0,2024-09-30,160,340,1,17757,0,2,at_risk,1,0.9
294,Johnson-Preston,Manufacturing,15543,91,2025-07-16,1,15543,0,2025-01-17,51,231,1,15543,0,0,high_value,1,0.81
295,Lamb Inc,Finance,18593,55,2025-03-16,1,18593,0,2024-09-17,173,353,1,18593,0,2,at_risk,1,0.99
296,King-Mclaughlin,Finance,18232,99,2025-03-29,0,18232,0,2024-09-30,160,340,1,18232,0,2,at_risk,0,0.23
297,"Medina, Vincent and Wood",Finance,15301,54,2025-06-29,0,15301,0,2024-12-31,68,248,1,15301,0,0,high_value,0,0.18
298,Duarte-Byrd,Retail,9302,86,2025-07-28,1,9302,0,2025-01-29,39,219,1,9302,0,1,mid_value,1,0.73
299,Jackson Ltd,IT,5816,21,2025-03-31,1,5816,0,2024-10-02,158,338,1,5816,0,2,at_risk,1,0.3
300,Calderon-Simpson,Retail,5384,14,2025-06-28,0,5384,0,2024-12-30,69,249,1,5384,0,1,mid_value,0,0.32
301,"Bowers, Gould and Farrell",Education,15003,57,2025-08-11,0,15003,0,2025-02-12,25,205,1,15003,0,0,high_value,0,0.29
302,Caldwell-Diaz,Manufacturing,11133,32,2025-06-02,0,11133,0,2024-12-04,95,275,1,11133,0,0,high_value,0,0.13
303,"Williams, Booth and Morris",IT,6941,94,2025-03-19,1,6941,0,2024-09-20,170,350,1,6941,0,2,at_risk,1,0.53
304,"Tate, Burke and Edwards",Finance,7490,92,2025-06-17,0,7490,0,2024-12-19,80,260,1,7490,0,1,mid_value,0,0.19
305,Wu-Garcia,Finance,6302,50,2025-08-29,0,6302,0,2025-03-02,7,187,1,6302,0,1,mid_value,0,0.22
306,"Hicks, Molina and Richards",Finance,11511,18,2025-03-16,1,11511,0,2024-09-17,173,353,1,11511,0,2,at_risk,1,0.96
307,Cabrera Group,Healthcare,11730,11,2025-08-31,0,11730,0,2025-03-04,5,185,1,11730,0,0,high_value,0,0.26
308,"Evans, Mann and Adams",Finance,15394,89,2025-05-16,1,15394,0,2024-11-17,112,292,1,15394,0,2,at_risk,1,0.98
309,Pearson-Fisher,Finance,5453,2,2025-06-23,1,5453,0,2024-12-25,74,254,1,5453,0,1,mid_value,1,0.63
310,"Mcdowell, Miranda and Collins",Healthcare,5895,76,2025-04-04,0,5895,0,2024-10-06,154,334,1,5895,0,2,at_risk,0,0.22
311,"Riley, Finley and Peters",Manufacturing,2664,76,2025-08-23,0,2664,0,2025-02-24,13,193,1,2664,0,1,mid_value,0,0.15
312,Pierce and Sons,Retail,14673,76,2025-08-05,0,14673,0,2025-02-06,31,211,1,14673,0,0,high_value,0,0.13
313,Hernandez and Sons,Healthcare,10400,41,2025-05-19,0,10400,0,2024-11-20,109,289,1,10400,0,2,at_risk,0,0.2
314,Williams-Juarez,Retail,14987,8,2025-07-18,1,14987,0,2025-01-19,49,229,1,14987,0,0,high_value,1,0.84
315,"Brooks, Rodgers and Williams",IT,12418,25,2025-08-09,1,12418,0,2025-02-10,27,207,1,12418,0,0,high_value,1,0.45
316,Alvarez-Johnson,Education,7535,60,2025-06-06,0,7535,0,2024-12-08,91,271,1,7535,0,1,mid_value,0,0.38
317,Watts-Terry,Manufacturing,4358,91,2025-07-17,0,4358,0,2025-01-18,50,230,1,4358,0,1,mid_value,0,0.33
318,Smith LLC,Finance,5743,22,2025-06-01,1,5743,0,2024-12-03,96,276,1,5743,0,1,mid_value,1,0.8
319,Castillo Inc,Healthcare,1483,35,2025-03-25,0,1483,0,2024-09-26,164,344,1,1483,0,2,at_risk,0,0.48
320,"Keller, Walters and Jackson",Manufacturing,8690,12,2025-09-04,0,8690,0,2025-03-08,1,181,1,8690,0,1,mid_value,0,0.21
321,"Lopez, Stewart and Simpson",Finance,15523,99,2025-04-17,0,15523,0,2024-10-19,141,321,1,15523,0,2,at_risk,0,0.15
322,"Campbell, Wright and Jackson",IT,17832,5,2025-03-23,0,17832,0,2024-09-24,166,346,1,17832,0,2,at_risk,0,0.18
323,Lang-Taylor,Finance,17733,82,2025-03-15,1,17733,0,2024-09-16,174,354,1,17733,0,2,at_risk,1,0.92
324,"Bullock, Johnson and Liu",IT,13221,58,2025-06-16,0,13221,0,2024-12-18,81,261,1,13221,0,0,high_value,0,0.19
325,Miller LLC,Manufacturing,19774,62,2025-06-10,0,19774,0,2024-12-12,87,267,1,19774,0,0,high_value,0,0.13
326,Bolton-Riggs,Manufacturing,16875,81,2025-04-25,0,16875,0,2024-10-27,133,313,1,16875,0,2,at_risk,0,0.75
327,"Parks, Jones and Romero",Retail,14617,3,2025-05-13,0,14617,0,2024-11-14,115,295,1,14617,0,2,at_risk,0,0.1
328,"Hansen, Williams and Leblanc",Retail,7206,44,2025-03-31,0,7206,0,2024-10-02,158,338,1,7206,0,2,at_risk,0,0.19
329,Smith-Sanders,Healthcare,19813,60,2025-05-10,1,19813,0,2024-11-11,118,298,1,19813,0,0,high_value,1,0.9
330,Horton-Boyer,IT,12521,41,2025-06-04,1,12521,0,2024-12-06,93,273,1,12521,0,0,high_value,1,0.68
331,Gentry-Dennis,Manufacturing,8961,26,2025-06-13,0,8961,0,2024-12-15,84,264,1,8961,0,1,mid_value,0,0.58
332,Downs LLC,Finance,19523,47,2025-07-16,1,19523,0,2025-01-17,51,231,1,19523,0,0,high_value,1,0.78
333,Sullivan Inc,Retail,12101,64,2025-07-21,1,12101,0,2025-01-22,46,226,1,12101,0,0,high_value,1,0.68
334,Castro-Keller,Healthcare,16142,42,2025-08-14,1,16142,0,2025-02-15,22,202,1,16142,0,0,high_value,1,0.84
335,Butler PLC,Retail,16989,40,2025-05-08,1,16989,0,2024-11-09,120,300,1,16989,0,2,at_risk,1,0.98
336,"Johnson, Ayala and Medina",Education,10789,41,2025-07-06,0,10789,0,2025-01-07,61,241,1,10789,0,0,high_value,0,0.12
337,Haynes-Blackwell,Manufacturing,1449,16,2025-04-04,1,1449,0,2024-10-06,154,334,1,1449,0,2,at_risk,1,0.74
338,"Howell, Bird and Levy",Healthcare,17548,22,2025-08-23,1,17548,0,2025-02-24,13,193,1,17548,0,0,high_value,1,0.81
339,Esparza Inc,Retail,14399,97,2025-08-31,0,14399,0,2025-03-04,5,185,1,14399,0,0,high_value,0,0.31
340,Simmons-Lopez,Healthcare,12504,57,2025-08-19,0,12504,0,2025-02-20,17,197,1,12504,0,0,high_value,0,0.2
341,"Walsh, Shannon and Torres",IT,17911,84,2025-09-05,1,17911,0,2025-03-09,0,180,1,17911,0,0,high_value,1,0.94
342,"Duncan, King and Christian",IT,4694,84,2025-03-17,1,4694,0,2024-09-18,172,352,1,4694,0,2,at_risk,1,0.89
343,Newman-Murray,Education,14170,30,2025-07-06,0,14170,0,2025-01-07,61,241,1,14170,0,0,high_value,0,0.1
344,Harris-Cannon,Retail,7906,58,2025-07-23,0,7906,0,2025-01-24,44,224,1,7906,0,1,mid_value,0,0.19
345,Hart-Hanson,IT,11897,61,2025-05-20,0,11897,0,2024-11-21,108,288,1,11897,0,2,at_risk,0,0.13
346,Shaw Group,IT,14732,13,2025-03-24,0,14732,0,2024-09-25,165,345,1,14732,0,2,at_risk,0,0.19
347,Stewart Inc,Healthcare,10981,75,2025-04-07,0,10981,0,2024-10-09,151,331,1,10981,0,2,at_risk,0,0.21
348,Alvarez-Nguyen,IT,3715,91,2025-07-27,1,3715,0,2025-01-28,40,220,1,3715,0,1,mid_value,1,0.84
349,Vargas-Wilson,Finance,5299,7,2025-05-28,1,5299,0,2024-11-29,100,280,1,5299,0,1,mid_value,1,0.92
350,"Martinez, Preston and Murray",Finance,1788,26,2025-05-08,0,1788,0,2024-11-09,120,300,1,1788,0,2,at_risk,0,0.19
351,Yoder Group,Retail,9609,15,2025-04-03,0,9609,0,2024-10-05,155,335,1,9609,0,2,at_risk,0,0.19
352,Murphy PLC,Healthcare,16448,56,2025-06-07,1,16448,0,2024-12-09,90,270,1,16448,0,0,high_value,1,0.76
353,Oconnor-Carroll,Healthcare,7605,37,2025-03-19,0,7605,0,2024-09-20,170,350,1,7605,0,2,at_risk,0,0.25
354,Greene-Nunez,Retail,19173,45,2025-05-30,0,19173,0,2024-12-01,98,278,1,19173,0,0,high_value,0,0.11
355,Burke PLC,Manufacturing,1574,45,2025-04-01,1,1574,0,2024-10-03,157,337,1,1574,0,2,at_risk,1,0.75
356,Barker Group,Finance,19000,85,2025-07-23,0,19000,0,2025-01-24,44,224,1,19000,0,0,high_value,0,0.12
357,"Mills, Snyder and Lin",Finance,16783,41,2025-05-04,1,16783,0,2024-11-05,124,304,1,16783,0,2,at_risk,1,0.95
358,Boyer-Howell,Education,8045,43,2025-03-29,1,8045,0,2024-09-30,160,340,1,8045,0,2,at_risk,1,0.84
359,"Mack, Wilson and Thomas",Retail,19433,60,2025-03-21,1,19433,0,2024-09-22,168,348,1,19433,0,2,at_risk,1,0.93
360,"Johnson, Wagner and Wise",Manufacturing,18214,69,2025-08-21,1,18214,0,2025-02-22,15,195,1,18214,0,0,high_value,1,0.8
361,"Melton, Wilson and Wells",Retail,14232,94,2025-05-18,0,14232,0,2024-11-19,110,290,1,14232,0,2,at_risk,0,0.54
362,"Williams, Martin and Robinson",IT,1298,61,2025-03-19,1,1298,0,2024-09-20,170,350,1,1298,0,2,at_risk,1,0.88
363,Sims-Jones,IT,16526,7,2025-03-28,0,16526,0,2024-09-29,161,341,1,16526,0,2,at_risk,0,0.29
364,Wang Inc,IT,5641,74,2025-06-17,1,5641,0,2024-12-19,80,260,1,5641,0,1,mid_value,1,0.65
365,Martinez-Waters,Healthcare,4304,89,2025-04-03,1,4304,0,2024-10-05,155,335,1,4304,0,2,at_risk,1,0.83
366,"Huynh, Cooper and Baker",Manufacturing,6101,4,2025-08-06,1,6101,0,2025-02-07,30,210,1,6101,0,1,mid_value,1,0.76
367,Glenn-Blake,Education,11324,80,2025-04-04,1,11324,0,2024-10-06,154,334,1,11324,0,2,at_risk,1,0.83
368,Herrera PLC,Finance,7954,21,2025-05-24,1,7954,0,2024-11-25,104,284,1,7954,0,2,at_risk,1,0.8
369,Jones PLC,IT,6923,65,2025-05-01,1,6923,0,2024-11-02,127,307,1,6923,0,2,at_risk,1,0.83
370,Fields-Lewis,Retail,17821,22,2025-05-23,1,17821,0,2024-11-24,105,285,1,17821,0,0,high_value,1,0.63
371,"Drake, Thompson and Smith",Retail,16544,35,2025-08-04,0,16544,0,2025-02-05,32,212,1,16544,0,0,high_value,0,0.27
372,"Jones, Smith and Marquez",Manufacturing,5528,69,2025-08-25,0,5528,0,2025-02-26,11,191,1,5528,0,1,mid_value,0,0.2
373,Hart PLC,Manufacturing,3976,45,2025-03-12,0,3976,0,2024-09-13,177,357,1,3976,0,2,at_risk,0,0.26
374,Rodriguez-White,IT,6837,49,2025-03-21,1,6837,0,2024-09-22,168,348,1,6837,0,2,at_risk,1,0.82
375,Davis-Thomas,Retail,9982,99,2025-05-27,1,9982,0,2024-11-28,101,281,1,9982,0,2,at_risk,1,0.83
376,"Bell, Griffith and Solis",Education,18147,49,2025-05-08,1,18147,0,2024-11-09,120,300,1,18147,0,2,at_risk,1,0.81
377,Carrillo-Coleman,Manufacturing,11138,47,2025-03-16,1,11138,0,2024-09-17,173,353,1,11138,0,2,at_risk,1,0.95
378,Gonzalez-Holden,IT,2468,37,2025-08-19,0,2468,0,2025-02-20,17,197,1,2468,0,1,mid_value,0,0.51
379,"Smith, Morris and Spencer",Education,2232,37,2025-07-19,1,2232,0,2025-01-20,48,228,1,2232,0,1,mid_value,1,0.83
380,"Kennedy, White and Morris",Manufacturing,16098,86,2025-06-30,1,16098,0,2025-01-01,67,247,1,16098,0,0,high_value,1,0.67
381,"Johnson, Alvarado and Cooper",Education,19354,24,2025-05-08,1,19354,0,2024-11-09,120,300,1,19354,0,0,high_value,1,0.87
382,Wright LLC,Finance,13589,76,2025-07-10,0,13589,0,2025-01-11,57,237,1,13589,0,0,high_value,0,0.1
383,Hill Ltd,Manufacturing,8869,49,2025-06-20,1,8869,0,2024-12-22,77,257,1,8869,0,1,mid_value,1,0.84
384,"Snyder, Diaz and Leonard",Healthcare,9459,34,2025-04-06,0,9459,0,2024-10-08,152,332,1,9459,0,2,at_risk,0,0.17
385,Bass-Carroll,Finance,3858,0,2025-05-30,1,3858,0,2024-12-01,98,278,1,3858,0,1,mid_value,1,0.89
386,Sanchez PLC,Manufacturing,6934,45,2025-05-20,1,6934,0,2024-11-21,108,288,1,6934,0,2,at_risk,1,0.71
387,Garrison Ltd,Retail,13812,71,2025-08-11,0,13812,0,2025-02-12,25,205,1,13812,0,0,high_value,0,0.17
388,White LLC,IT,10203,27,2025-05-29,0,10203,0,2024-11-30,99,279,1,10203,0,2,at_risk,0,0.21
389,"Williams, Gonzalez and Stephens",Education,2613,62,2025-04-01,0,2613,0,2024-10-03,157,337,1,2613,0,2,at_risk,0,0.19
390,Ramirez PLC,IT,9405,64,2025-07-21,0,9405,0,2025-01-22,46,226,1,9405,0,1,mid_value,0,0.18
391,Gill-Garcia,Manufacturing,7582,39,2025-06-27,1,7582,0,2024-12-29,70,250,1,7582,0,1,mid_value,1,0.85
392,"Matthews, Martinez and Moreno",Healthcare,8457,79,2025-08-07,1,8457,0,2025-02-08,29,209,1,8457,0,1,mid_value,1,0.72
393,Cox Group,Healthcare,16772,91,2025-08-30,1,16772,0,2025-03-03,6,186,1,16772,0,0,high_value,1,0.78
394,Mcdonald-Livingston,Finance,5405,53,2025-06-11,0,5405,0,2024-12-13,86,266,1,5405,0,1,mid_value,0,0.22
395,"Branch, Barnett and Sandoval",Finance,8270,69,2025-07-08,1,8270,0,2025-01-09,59,239,1,8270,0,1,mid_value,1,0.2
396,Dixon-Leonard,Manufacturing,13577,1,2025-07-21,1,13577,0,2025-01-22,46,226,1,13577,0,0,high_value,1,0.72
397,Keller PLC,Healthcare,12547,54,2025-04-23,1,12547,0,2024-10-25,135,315,1,12547,0,2,at_risk,1,0.72
398,"Petersen, Santos and Salazar",IT,2975,89,2025-03-14,0,2975,0,2024-09-15,175,355,1,2975,0,2,at_risk,0,0.54
399,Gonzalez-Harris,Healthcare,3634,84,2025-07-23,0,3634,0,2025-01-24,44,224,1,3634,0,1,mid_value,0,0.73
400,Johnson-Robinson,Finance,8093,59,2025-06-20,1,8093,0,2024-12-22,77,257,1,8093,0,1,mid_value,1,0.86
401,"Roth, Hampton and Spears",IT,16635,29,2025-06-17,0,16635,0,2024-12-19,80,260,1,16635,0,0,high_value,0,0.3
402,"Walls, Jones and Thomas",Retail,8786,87,2025-04-21,1,8786,0,2024-10-23,137,317,1,8786,0,2,at_risk,1,0.76
403,Miller LLC,Healthcare,9126,64,2025-09-04,0,9126,0,2025-03-08,1,181,1,9126,0,1,mid_value,0,0.23
404,"Anderson, Rivera and Coleman",Retail,19845,31,2025-05-18,1,19845,0,2024-11-19,110,290,1,19845,0,0,high_value,1,0.84
405,Green Inc,Education,17918,62,2025-03-20,1,17918,0,2024-09-21,169,349,1,17918,0,2,at_risk,1,0.93
406,Petersen-Joyce,Education,19115,51,2025-03-29,1,19115,0,2024-09-30,160,340,1,19115,0,2,at_risk,1,0.93
407,Carter-Jones,Healthcare,19810,83,2025-07-01,1,19810,0,2025-01-02,66,246,1,19810,0,0,high_value,1,0.65
408,"Humphrey, Bryant and Perez",Healthcare,15170,76,2025-06-14,0,15170,0,2024-12-16,83,263,1,15170,0,0,high_value,0,0.41
409,"Fisher, Lee and Rodriguez",Finance,19110,5,2025-04-30,0,19110,0,2024-11-01,128,308,1,19110,0,2,at_risk,0,0.25
410,"Richardson, Strong and Perry",Education,2357,58,2025-03-15,1,2357,0,2024-09-16,174,354,1,2357,0,2,at_risk,1,0.9
411,Taylor Ltd,Healthcare,6610,79,2025-05-03,1,6610,0,2024-11-04,125,305,1,6610,0,2,at_risk,1,0.82
412,Gardner-Green,Education,9384,14,2025-03-07,1,9384,0,2024-09-08,182,362,1,9384,0,2,at_risk,1,0.87
413,"Davidson, Browning and Allen",Education,4881,65,2025-05-09,0,4881,0,2024-11-10,119,299,1,4881,0,2,at_risk,0,0.26
414,"Stanton, Hall and Miller",Retail,3941,64,2025-06-19,0,3941,0,2024-12-21,78,258,1,3941,0,1,mid_value,0,0.2
